app,view,panel,classification,text,"app_version",disabled
"GMC-094","Script to create URL's for the dispatch.ttl update process","automation,uri","Scheduled_Jobs","","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
  `gmc_comment(""Scheduled Searches that happen in the 1-4 minute range"")`
| where is_scheduled=""1"" AND disabled=""0"" 
| `cron_descriptor(cron_schedule)` 
| search cron_schedule_described IN (""Every 1 minutes*"",""Every 2 minutes*"", ""Every 3 minutes*"",""Every 4 minutes*"", ""Every minute*"") 
| eval an_event_type=if(isnull(an_event_type),""Scheduled"",NULL)
| fields _time shcluster_label app savedsearch_name sharing author updated is_scheduled disabled cron_schedule dispatch_ttl an_event_type
| append 
    [ from lookup:splunk_rest_data_ui_views_sh_kv_store_lookup 
    `gmc_comment(""All Scheduled reports that appear in any dashboard"")`
    | mvexpand Report_Reference 
    | where isnotnull(Report_Reference) AND Report_Reference!=""no-report-reference"" 
    | `get_saved_searches_info(shcluster_label,app,Report_Reference)` 
    | rename Report_Reference As savedsearch_name 
    | eval an_event_type=if(isnull(an_event_type),""Report"",NULL)
    | fields _time shcluster_label app savedsearch_name sharing author updated is_scheduled disabled cron_schedule dispatch_ttl an_event_type
    | where is_scheduled=1] 
| append
    [| from lookup:splunk_rest_data_ui_views_sh_kv_store_lookup 
| fields _time,shcluster_label,Splunk_Instance,Splunk_Roles,app,sharing,title,label,description,type,dashboard_size,author,location,updated,time_range,Report_Reference,Dashboard_Reference,Lookup_Reference,Datamodel_Reference,Macro_Reference,Index_Reference,Sourcetype_Reference,Source_Reference,Eventtype_Reference,Rest_Reference,search,BaseSearch,acl_perms_read,acl_perms_write,panel_title,num_panels,auto_refresh_delay,submitButton,autoRun 
| search NOT app IN (splunk_monitoring_console, splunk_archiver, simple_xml_examples, *global_monitoring_console,gmc*) NOT title IN (setup,home,about,settings,contents,help) 
| eval url=""http://"" . shcluster_label . "":8000/en-US/app/"" . app . ""/"" . title 
| `get_instance_roles(Splunk_Instance)` 
| `get_dashboards_usage(shcluster_label,app,title)` 
| `get_identity_info(shcluster_label,author)` 
| `get_identity_info(author)` 
| `fillnull_identity_info` 
| `get_macro_definition(shcluster_label,Macro_Reference)` 
| `strftime_format(updated)` 
| eval Num_Searches=mvcount(search) 
| eval Effective_autoRun = if(autoRun=""false"" AND submitButton=""true"" AND is_time_selector=""true"", ""false"", ""true"" ) 
| fillnull value=""false"" autoRun 
| fillnull value=""none"" submitButton acl_perms_read acl_perms_write auto_refresh_delay panel_title 
| fillnull value=""Undefined"" Splunk_Roles Splunk_Instance app sharing title label description type dashboard_size author search BaseSearch time_range Macro_Definition 
| search dashboard_size <= 10000000 Days_Latest_Access <= ""90"" Days_Latest_Access >= ""0"" num_panels >= -1 Num_Searches >= -1 
| `get_latest_access_human(Days_Latest_Access)` 
| eval Num_Searches=mvcount(search) 
| mvexpand Report_Reference 
| where isnotnull(Report_Reference) AND Report_Reference!=""no-report-reference"" 
| `get_saved_searches_info(shcluster_label,app,Report_Reference)` 
| rename Report_Reference As savedsearch_name 
| eval an_event_type=if(isnull(an_event_type),""Dash Called"",NULL)
| fields _time shcluster_label app savedsearch_name sharing author updated is_scheduled disabled cron_schedule cron_schedule_described dispatch_ttl an_event_type]
| `cron_descriptor(cron_schedule)` 
| fields _time shcluster_label app savedsearch_name sharing author updated is_scheduled disabled cron_schedule cron_schedule_described dispatch_ttl an_event_type
| where dispatch_ttl=""3p"" AND shcluster_label=""*""
`gmc_comment(""Temporary holding value of 3p being used in place of 2p while we wait to change the default"")`
| eval fudge_author = case ( 'sharing' == ""user"", 'author', 'sharing' == ""global"", ""nobody"", 'sharing' == ""app"", ""nobody"") 
| eval shcluster_label_rest=if(shcluster_label=""stack-shc"", ""stack"", shcluster_label . ""-stack"") 
| eval encoded_title=savedsearch_name 
| rex field=encoded_title mode=sed ""s:%:%25:g s:':%25:g s:\+:%2B:g s:\"":%22:g s:\(:%28:g s:\):%29:g s: :%20:g  s:<:%3C:g  s:>:%3E:g  s:#:%23:g  s:{:%7B:g  s:}:%7D:g  s:\|:%7C:g s:\\\:%5C:g  s:\^:%5E:g  s:~:%7E:g
     s:\[:%5B:g  s:\]:%5D:g  s:\`:%60:g  s:;:%3B:g  s:/:%2F:g  s:\?:%3F:g  s/:/%3A/g  s:@:%40:g  s:=:%3D:g  s:&:%26:g  s:\$:%24:g  s:\!:%21:g  s:\*:%2A:g"" 
| eval rest_uri=""https://"" . shcluster_label_rest . "".splunkcloud.com:8089/servicesNS/"" . fudge_author . ""/"" . app . ""/saved/searches/"" . encoded_title 
| rename _time As KV_Store_Update , updated As Job_Update_Time 
| `strftime_format(Job_Update_Time)` 
| `strftime_format(KV_Store_Update)` 
| `get_identity_info(author)` 
| eval curl_options=""-d dispatch.ttl=2p"" 
| fields KV_Store_Update Job_Update_Time shcluster_label app savedsearch_name sharing author emp_first emp_last emp_email is_scheduled cron_schedule_described dispatch_ttl rest_uri curl_options an_event_type",0
"GMC-106","Total count of Knowledge Objects by Instance/Cluster","health_assessments","Knowledge_Objects",,"| inputlookup splunk_rest_admin_eventtypes_sh_kv_store_lookup where shcluster_label=gmc 
| stats count 
| append 
    [| inputlookup splunk_rest_admin_lookup_table_files_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_admin_transforms_lookup_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_alert_actions_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_configs_conf_props_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_macros_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_models_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_props_calcfields_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_props_extractions_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_props_fieldaliases_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_props_lookups_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_transforms_extractions_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_data_ui_views_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| append 
    [| inputlookup splunk_rest_saved_searches_sh_kv_store_lookup where shcluster_label=gmc 
    | stats count ] 
| stats sum(count) as KOs",0
"GMC-110","Generate a List of /24 CIDR Blocks",cidr,Infrastructure,"","index=* `comment(""Generate a List of /24 CIDR Blocks - Version 2.0.0"")` 
| regex _raw=""(?<!\d)\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}(?!\d)"" `comment(""Keep only search results whose ""_raw"" field contains IP addresses using a negative lookbehind assertion at the beginning of the expression."")` 
| rex ""(?<octet1>25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9]?[0-9])\.(?<octet2>25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9]?[0-9])\.(?<octet3>25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9]?[0-9])\.(?<octet4>25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9]?[0-9]$)"" 
| rex ""[vV][eE][rR][sS][iI][oO][nN]:\s*(?<Version>[\d.]+)"" 
| where octet1 < 224 AND octet1 != 0 AND octet1 != 127 AND octet2 < 256 AND octet3 < 256 AND octet4 < 256 
| eval octet1 = IF ( MATCH (octet1, ""^0""), LTRIM (octet1, ""0""), octet1) 
| eval octet2_len = LEN (octet2), octet3_len = LEN (octet3) 
| eval octet2 = IF (MATCH (octet2, ""^0"") AND octet2_len > 1, LTRIM (octet2, ""0""), octet2), octet3 = IF (MATCH (octet3, ""^0"") AND octet3_len > 1, LTRIM (octet3, ""0""), octet3) 
| eval IP_Address = octet1. ""."" .octet2. ""."" .octet3. ""."" .octet4 
| eval CIDR_Range = octet1. ""."" .octet2. ""."" .octet3. "".0/24"" 
| eval IP_Address_Class = CASE (octet1 < 127 AND octet1 > 0, ""Class_A"", octet1 > 127 AND octet1 < 192, ""Class_B"", octet1 > 191 AND octet1 < 224, ""Class_C"") 
| eval Network = CASE (IP_Address_Class = ""Class_A"", octet1. "".0.0.0"", IP_Address_Class = ""Class_B"", octet1. ""."" .octet2. "".0.0"", IP_Address_Class = ""Class_C"", octet1. ""."" .octet2. ""."" .octet3. "".0"" ) 
| eval Netmask = ""255.255.255.0"", Widlcard_Bits=""0.0.0.255"" 
| eval First_IP = octet1. ""."" .octet2. ""."" .octet3. "".0"" , Last_IP=octet1. ""."" .octet2. ""."" .octet3. "".255"" 
| stats VALUES(IP_Address_Class) AS IP_Address_Class VALUES(Network) AS Network VALUES(Netmask) AS Netmask VALUES(Widlcard_Bits) AS Widlcard_Bits VALUES(First_IP) AS First_IP VALUES(Last_IP) AS Last_IP VALUES(IP_Address) AS IP_Addresses DC(IP_Address) AS IPs_In_Subnet BY CIDR_Range 
| table CIDR_Range IP_Address_Class Network Netmask Widlcard_Bits First_IP Last_IP IPs_In_Subnet 
| sort 0 - IPs_In_Subnet
    `comment(""| search CIDR_Range IN (""10.*"", ""172.16.*"", ""192.168.*"")"")` `comment(""RFC-1918 only, remove this line to get all CIDR Blocks"")`",0
"GMC-111","List of Domain Controllers By Domain","",Infrastructure,"","index IN (""msad"", ""appmsad"") sourcetype=MSAD:NT6:Health 
| eval host = UPPER (host), Domain = UPPER (DomainDNSName), Forest = UPPER (ForestName), Domain_Controller = UPPER (Server) 
| stats VALUES(Site) AS Site(s) VALUES(Domain_Controller) AS ""Domain Controller(s)"" DC(Domain_Controller) AS ""# of DCs"" BY Domain",0
"GMC-112","List of Domain Controllers Site and subnet information",cidr,Infrastructure,"","index=msad sourcetype=""*:SiteInfo"" Type=Subnet NOT Name IN (""10.0.0.0*"")
| fields Name ForestName Location Site 
| rex field=Name ""\/(?<bits>\d+)"" 
| eval Site=trim(Site), Location=trim(Location), Name=trim(Name)
| rename Name as cidr
| eval facility_id=if(isnotnull(Site),""facility_id:""+Site,null())
| eval facility_name=if(isnotnull(Location),""facility_name:""+Location,null())
| eval facility_id=if(match(facility_id, ""facility_id:$""), null(), facility_id)
| eval facility_name=if(match(facility_name, ""facility_name:$""), null(), facility_name)
| eval cidr_category = mvappend(facility_id,facility_name)
| stats values(cidr_category) as cidr_category by cidr
| eval cidr_category=mvsort(mvdedup(cidr_category))
| eval cidr_category=mvjoin(cidr_category,""|"")
| table cidr cidr_pci_domain cidr_category cidr_priority cidr_bunit cidr_owner
| where isnotnull(cidr)
| outputlookup create_empty=false createinapp=true seckit_idm_pre_cidr_category.csv",0
"GMC-107","Report on btool output using the scripts in the description","","Configuration_Files","/opt/splunk/bin/splunk cmd btool limits list --debug | grep -v ""/opt/splunk/etc/system/default/"" | awk '{print $2, $3, $4, $1}' | awk '{ ""date \""+%m/%d/%Y %H:%M:%S %z\""""| getline date; if ($1 ~ /^\[/) stanza=$1; else print ""stanza_name=""stanza, ""property_name="" $1, ""property_value="" $3, ""config_file_path=""$4, date, ""config_file=limits.conf""}' | awk '{print $5,$6,$7"","",$8"","",$4"","",$1"","",$2"","",$3}' >> /opt/splunk/var/log/splunk/btool.log


run the above after replacing limits with server, then do the same for web and distsearch","index=_internal sourcetype=splunk_btool config_file=* 
| fields _time config_file config_file_path stanza_name property_name property_value 
| stats latest(*) as * by config_file config_file_path stanza_name property_name 
| table config_file config_file_path stanza_name property_name property_value",0
"GMC-113","ULIMIT reporting",ulimit,Health,"","index=_internal sourcetype=splunkd ulimit (""open files"" OR ""user processes"" OR ""data file size"" OR ""data segment size"") 
| rex ""files:\s+(?<open_files>\d+)"" 
| rex ""processes:\s+(?<user_processes>\d+)"" 
| rex ""data\sfile\ssize\:\s+(?<data_file_size>\w+)"" 
| rex ""data\ssegment\ssize\:\s+(?<data_segment_size>\w+)"" 
| stats latest(open_files) AS open_files latest(user_processes) AS user_processes latest(data_segment_size) AS data_segment_size latest(data_file_size) AS data_file_size by host 
| lookup assets.csv host OUTPUT search_group 
| eval Status=case(open_files<=8192 OR user_processes<=8192 OR data_segment_size!=""unlimited"" OR data_file_size!=""unlimited"", ""severe"",1=1 ,""low"") 
| sort - Status 
| rename open_files AS ""Open Files (-n)"" user_processes AS ""User Processes (-u)"" data_segment_size AS ""Data Segment Size (-d)"" data_file_size AS ""Data File Size (-f)"" search_group AS ""Server Role(s)""",0
"GMC-115","Alert - Splunk Search Head Cluster Searches Running Longer than 1 hour","","Search_Head_Cluster","","| tstats SUMMARIESONLY=TRUE ALLOW_OLD_SUMMARIES=FALSE 
    latest(Search_Activity.Introspection_Search_Usage.app3) AS app
    max(Search_Activity.Introspection_Search_Usage.total_run_time3) AS total_run_time
    max(Search_Activity.Introspection_Search_Usage.fd_used) AS fd_used
    max(Search_Activity.Introspection_Search_Usage.mem_used) AS mem_used
    max(Search_Activity.Introspection_Search_Usage.normalized_pct_cpu) AS normalized_pct_cpu
    latest(Search_Activity.Introspection_Search_Usage.provenance) AS provenance
    max(Search_Activity.Introspection_Search_Usage.read_mb) AS read_mb
    latest(Search_Activity.Introspection_Search_Usage.savedsearch_name3) AS savedsearch_name
    max(Search_Activity.Introspection_Search_Usage.scan_count3) AS scan_count
    latest(Search_Activity.Introspection_Search_Usage.search_type3) AS search_type
    max(Search_Activity.Introspection_Search_Usage.t_count) AS t_count
    latest(Search_Activity.Introspection_Search_Usage.user3) AS user
    max(Search_Activity.Introspection_Search_Usage.written_mb) AS written_mb
    latest(Search_Activity.Introspection_Search_Usage.search_head) as search_head
    latest(Search_Activity.Introspection_Search_Usage.mode) as mode
    latest(Search_Activity.Introspection_Search_Usage.ppid) as ppid
    values(host) as host
    latest(_time) as _time
    FROM DATAMODEL=GMC
    WHERE nodename=Search_Activity.Introspection_Search_Usage
    index=_introspection
    AND Search_Activity.Introspection_Search_Usage.app3 = ""*""
    AND Search_Activity.Introspection_Search_Usage.search_type3 = ""*""
    AND Search_Activity.Introspection_Search_Usage.user3 = ""*""
    AND Search_Activity.Introspection_Search_Usage.savedsearch_name3 = ""*""
    AND Search_Activity.Introspection_Search_Usage.search_head = ""*""
    AND Search_Activity.Introspection_Search_Usage.pid = ""*""
    AND Search_Activity.Introspection_Search_Usage.total_run_time3 > 3600
    AND Search_Activity.Introspection_Search_Usage.mode = ""*""
    AND host=""*""
    Search_Activity.Introspection_Search_Usage.app3!=""splunk_global_monitoring_console""
    BY Search_Activity.Introspection_Search_Usage.search_id Search_Activity.Introspection_Search_Usage.pid 
| `gmc_drop_dm_object_name(Search_Activity.Introspection_Search_Usage)` 
| eval mem_used=round(mem_used/1024, 2) 
| `get_shcluster_info(host)` 
| where shcluster_label=""cluster"" 
| `gmc_convert_runtime('total_run_time')` 
| `get_identity_info(shcluster_label,user)`
| table shcluster_label host app user pid ppid full_name Department Title email total_run_time 'total_run_time' mem_used normalized_pct_cpu provenance savedsearch_name",0
"GMC-117","Daily Total Index Size by Cluster By Index Over Time Trellis View report",license,Licensing,"","index=`setup_summary_index` search_name=splunk_internal_index_license_usage_idx_summary_tracker Index_Name=""***"" idxcluster_label=""*"" 
| fields _time search_name idxcluster_label Lic_Pool Lic_Pool_Size type Index_Name Lic_Sourcetype Lic_Source Lic_Host License_Usage 
| makemv delim=""|"" Lic_Sourcetype 
| makemv delim=""|"" Lic_Source 
| makemv delim=""|"" Lic_Host 
| `gmc_byte2mb(License_Usage)` 
| `gmc_byte2gb(License_Usage)` 
| `gmc_byte2tb(License_Usage)` 
| where License_Usage_MB>=0 
| bin _time span=1d 
| stats 
    sum(License_Usage) AS License_Usage
    by _time idxcluster_label Index_Name 
| timechart
    sum(License_Usage) AS License_Usage
    by Index_Name fixedrange=f span=1d 
| foreach ""*"" 
    [ eval <<FIELD>>=round('<<FIELD>>'/1024/1024/1024, 3)]",0
"GMC-118","Dashboard Details by User","",Dashboards,"Summary detail of Dashboards on the SHC","| from lookup:splunk_rest_data_ui_views_sh_kv_store_lookup 
| fields shcluster_label Splunk_Instance app sharing title label description type dashboard_size author location updated Report_Reference Dashboard_Reference Lookup_Reference Datamodel_Reference Macro_Reference Index_Reference Sourcetype_Reference Source_Reference Eventtype_Reference Rest_Reference search BaseSearch 
| `get_instance_roles(Splunk_Instance)` 
| `get_dashboards_usage(shcluster_label,app,title)` 
| `get_identity_info(author)` 
| `strftime_format(updated)` 
| fillnull value=""Undefined"" Splunk_Roles Splunk_Instance app sharing title label description type dashboard_size author search BaseSearch emp_name emp_ttl emp_dep emp_lob emp_cc emp_type emp_status work_city work_region work_country 
| search shcluster_label=""*"" Splunk_Roles=""*"" Splunk_Instance=""*"" app=""*"" author=* sharing=* title=""***"" label=""***"" Report_Reference=""***"" Dashboard_Reference=""***"" Lookup_Reference=""***"" Datamodel_Reference=""***"" Macro_Reference=""***"" Index_Reference=""***"" Sourcetype_Reference=""***"" Source_Reference=""***"" Eventtype_Reference=""***"" Rest_Reference=""***"" BaseSearch=""*"" dashboard_size <= 10000000 search=""***"" Days_Latest_Access <= ""30"" Days_Latest_Access >= ""0"" emp_type=""*"" emp_status=""*"" emp_dep=""*"" emp_lob=""*"" emp_cc=""*"" work_city=""*"" work_region=""*"" work_country=""*"" 
| eval search=mvdedup(mvsort(search)) 
| `get_latest_access_human(Days_Latest_Access)` 
| fields shcluster_label app sharing title label Days_Latest_Access_Display Latest_Access description type dashboard_size author location updated Report_Reference Dashboard_Reference Lookup_Reference Datamodel_Reference Macro_Reference Index_Reference Sourcetype_Reference Source_Reference Eventtype_Reference Rest_Reference BaseSearch search emp_*
| stats values(*) as * dc(search) as Num_Searches count by shcluster_label app title 
| eval #=1 
| table # shcluster_label app sharing title label Days_Latest_Access_Display Latest_Access description author emp_name emp_ttl emp_dep emp_cc emp_lob emp_type updated Index_Reference 
| `rename_common_fields` 
| `rename_identity_fields` 
| `rename_reference_fields` 
| `rename_dashboards_fields`",0
"GMC-119","Dashboard Details by User v2","",Dashboards,"","| from lookup:splunk_rest_data_ui_views_sh_kv_store_lookup 
| fields shcluster_label Splunk_Instance app sharing title label description type dashboard_size author location updated Report_Reference Dashboard_Reference Lookup_Reference Datamodel_Reference Macro_Reference Index_Reference Sourcetype_Reference Source_Reference Eventtype_Reference Rest_Reference search BaseSearch 
| `get_instance_roles(Splunk_Instance)` 
| `get_dashboards_usage(shcluster_label,app,title)` 
| `get_identity_info(author)` 
| `strftime_format(updated)` 
| fillnull value=""Undefined"" Splunk_Roles Splunk_Instance app sharing title label description type dashboard_size author search BaseSearch emp_name emp_ttl emp_dep emp_lob emp_cc emp_type emp_status work_city work_region work_country 
| search shcluster_label=""*"" Splunk_Roles=""*"" Splunk_Instance=""*"" app=""*"" author=* sharing=* title=""***"" label=""***"" Report_Reference=""***"" Dashboard_Reference=""***"" Lookup_Reference=""***"" Datamodel_Reference=""***"" Macro_Reference=""***"" Index_Reference=""***"" Sourcetype_Reference=""***"" Source_Reference=""***"" Eventtype_Reference=""***"" Rest_Reference=""***"" BaseSearch=""*"" dashboard_size <= 10000000 search=""***"" Days_Latest_Access <= ""9999999"" Days_Latest_Access >= ""0"" emp_type=""*"" emp_status=""*"" emp_dep=""*"" emp_lob=""*"" emp_cc=""*"" work_city=""*"" work_region=""*"" work_country=""*"" 
| eval search=mvdedup(mvsort(search)) 
| `get_latest_access_human(Days_Latest_Access)` 
| fields shcluster_label app sharing title label Days_Latest_Access_Display Latest_Access description type dashboard_size author location updated Report_Reference Dashboard_Reference Lookup_Reference Datamodel_Reference Macro_Reference Index_Reference Sourcetype_Reference Source_Reference Eventtype_Reference Rest_Reference BaseSearch search 
| stats values(*) as * dc(search) as Num_Searches count by shcluster_label app title 
| eval #=1 
| table # shcluster_label app sharing title label Days_Latest_Access_Display Latest_Access description type dashboard_size author emp_name emp_lob updated 
| `rename_common_fields` 
| `rename_identity_fields` 
| `rename_reference_fields` 
| `rename_dashboards_fields`",0
